freq,unit,na_item,sector,geo\TIME_PERIOD	1949 	1950 	1951 	1952 	1953 	1954 	1955 	1956 	1957 	1958 	1959 	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PC,P51G_RAT_GDP_S14,S14,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.45 	4.05 	4.69 	4.40 	3.94 	4.41 	3.84 	3.69 	4.81 	5.06 	3.73 	4.87 	5.30 	5.98 	4.89 	3.61 	4.33 	3.93 	4.38 	4.81 	4.52 	4.52 	4.41 	4.25 	3.96 	4.23 	4.46 	5.10 	5.28 
A,PC,P51G_RAT_GDP_S14,S14,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.73 	1.76 	2.05 	2.38 	2.40 	2.68 	2.51 	2.35 	2.96 	4.01 	5.52 	6.88 	7.99 	7.00 	2.73 	2.48 	2.96 	3.67 	2.79 	3.13 	3.59 	3.16 	3.13 	3.67 	3.79 	3.54 	3.07 	3.57 	3.99 
A,PC,P51G_RAT_GDP_S14,S14,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.47 	7.22 	6.65 	6.05 	5.53 	5.69 	6.19 	6.43 	7.54 	7.21 	6.49 	5.16 	6.71 	6.28 	6.09 	4.00 	4.06 	5.06 	3.96 	3.00 	2.99 	3.13 	3.40 	4.50 	4.79 	6.45 	5.97 	4.35 	4.14 
A,PC,P51G_RAT_GDP_S14,S14,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.08 	6.28 	6.76 	6.61 	6.96 	6.79 	6.86 	6.72 	6.73 	6.94 	7.23 	7.28 	7.66 	7.44 	6.59 	5.68 	5.23 	4.53 	4.06 	4.46 	4.92 	5.40 	5.83 	6.28 	6.61 	6.95 	6.84 	6.78 	6.56 
A,PC,P51G_RAT_GDP_S14,S14,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.49 	8.72 	8.18 	7.51 	7.61 	6.92 	6.49 	6.25 	7.01 	7.21 	6.86 	5.65 	4.41 	3.67 	3.38 	3.28 	3.81 	3.99 	4.17 	4.26 	4.41 	4.20 	3.97 	4.31 	4.23 	4.12 	4.69 	4.86 	4.87 	5.15 	4.44 	4.39 	4.24 	4.72 	5.07 	5.42 	5.32 	5.55 	6.17 	6.35 	5.71 	5.77 	5.99 	5.40 	4.34 	: 
A,PC,P51G_RAT_GDP_S14,S14,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.34 	4.29 	4.57 	4.51 	4.49 	5.10 	4.81 	4.91 	5.12 	5.26 	5.34 	5.41 	5.69 	5.86 	5.47 	5.22 	4.99 	5.13 	4.69 	4.91 	4.71 	4.64 	4.18 	3.56 	3.79 	3.51 	3.83 	3.63 	3.49 
A,PC,P51G_RAT_GDP_S14,S14,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.89 	7.43 	7.75 	8.06 	8.44 	8.52 	8.14 	7.77 	6.61 	6.52 	6.52 	5.93 	5.58 	5.04 	4.28 	4.21 	3.80 	3.37 	2.73 	2.63 	2.71 	2.98 	3.00 	3.32 	3.45 	3.64 	3.85 	3.76 	: 
A,PC,P51G_RAT_GDP_S14,S14,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.00 	13.15 	4.48 	1.51 	1.78 	1.64 	1.61 	0.72 	0.85 	0.93 	1.12 	1.22 	5.97 	6.15 	2.52 	5.36 	6.25 	6.46 	5.40 	5.45 	5.61 	5.66 	8.44 	7.51 	6.42 	5.91 	8.02 	7.68 	8.00 
A,PC,P51G_RAT_GDP_S14,S14,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.45 	3.50 	3.17 	2.81 	2.32 	2.10 	1.94 	1.74 	1.70 	1.74 	1.81 	2.15 	2.06 	2.21 	2.24 	2.04 	2.32 	2.66 	: 
A,PC,P51G_RAT_GDP_S14,S14,SE	: 	2.91 	2.86 	2.83 	2.95 	3.07 	2.94 	2.97 	2.90 	3.10 	3.11 	3.30 	3.47 	3.51 	3.51 	3.75 	3.93 	3.64 	3.61 	3.65 	3.63 	3.35 	3.36 	3.81 	4.08 	3.99 	3.95 	4.07 	4.08 	4.14 	4.17 	4.62 	3.94 	3.41 	3.21 	3.19 	2.91 	2.66 	2.67 	2.91 	3.04 	3.13 	2.81 	2.09 	1.74 	1.53 	1.50 	1.56 	1.61 	1.77 	1.91 	1.98 	2.05 	2.37 	2.60 	2.87 	2.91 	3.11 	3.35 	3.07 	2.78 	3.06 	2.87 	2.43 	2.48 	2.53 	2.98 	3.24 	3.53 	3.31 	3.10 	3.40 	3.51 	3.40 	2.85 
A,PC,P51G_RAT_GDP_S14,S14,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.70 	5.87 	6.20 	6.35 	6.40 	6.00 	5.86 	5.21 	5.15 	5.40 	5.71 	6.20 	6.15 	6.30 	4.96 	4.31 	3.92 	3.55 	3.41 	3.43 	3.39 	3.37 	3.57 	3.69 	3.64 	3.41 	3.66 	4.06 	4.09 
A,PC,P51G_RAT_GDP_S14,S14,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.77 	3.71 	3.77 	5.10 	5.78 	5.87 	4.93 	5.37 	4.52 	4.37 	4.87 	4.18 	4.21 	4.48 	4.84 	4.40 	4.57 	4.36 	4.58 	4.16 	3.96 	4.42 	4.16 	4.48 	4.32 	4.70 	5.01 	5.49 	4.72 
A,PC,P51G_RAT_GDP_S14,S14,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.52 	6.27 	7.75 	7.28 	8.32 	8.53 	8.23 	8.14 	8.55 	8.22 	6.67 	6.50 	6.44 	6.48 	7.59 
A,PC,P51G_RAT_GDP_S14,S14,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.13 	3.28 	2.64 	2.58 	2.76 	2.90 	2.93 	3.37 	3.51 	3.93 	3.97 	4.01 	3.97 	3.48 	2.73 	2.79 	2.75 	2.67 	2.85 	3.09 	3.25 	3.38 	3.66 	3.59 	3.60 	: 	: 	: 	: 
A,PC,P51G_RAT_GDP_S1M,S14_S15,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.44 	7.43 	7.42 	7.19 	6.92 	6.75 	6.33 	5.80 	5.52 	5.49 	5.31 	5.32 	5.39 	5.77 	6.01 	5.73 	5.32 	5.47 	5.54 	5.47 	5.45 	5.53 	5.69 	5.83 	5.88 	6.14 	6.50 	6.34 	5.80 
A,PC,P51G_RAT_GDP_S1M,S14_S15,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.75 	6.13 	6.47 	5.96 	6.03 	5.75 	5.36 	5.11 	5.16 	5.38 	6.00 	6.31 	6.54 	6.67 	6.15 b	6.16 	5.99 	6.11 	5.91 	6.09 	5.82 	5.85 	5.85 	5.82 	5.93 	5.93 	5.92 	5.60 	5.38 p
A,PC,P51G_RAT_GDP_S1M,S14_S15,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.28 	0.34 	0.33 	0.36 	0.45 	0.46 	0.62 	0.57 	0.52 	0.52 	1.29 	2.53 	1.38 	1.63 	3.61 	1.26 	1.68 	1.60 	1.57 	1.51 	0.76 	3.20 	2.31 	: 	: 	: 	: 	: 	: 
A,PC,P51G_RAT_GDP_S1M,S14_S15,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.36 	5.78 	5.68 	5.70 	5.66 	5.51 	5.10 	4.87 	5.17 	5.42 	5.42 	5.11 	4.98 	4.83 	4.69 	4.70 	4.42 	4.28 	4.32 	4.26 	4.27 	4.15 	4.10 	3.99 	3.79 	3.78 	3.61 	3.42 p	3.39 p
A,PC,P51G_RAT_GDP_S1M,S14_S15,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.23 	9.81 	9.09 	8.51 	8.30 	7.94 	7.88 	8.23 	9.27 	10.06 	11.54 	13.17 	13.84 	13.78 	11.17 	9.51 	7.45 	5.99 	4.95 	4.74 	4.43 	5.31 	5.99 	7.51 	8.57 	9.03 	9.29 	9.60 	9.68 p
A,PC,P51G_RAT_GDP_S1M,S14_S15,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.48 	5.98 	5.96 	6.17 	6.88 	6.99 	6.44 	6.81 	6.82 	6.54 	6.71 	6.74 	7.38 	6.78 	6.96 	7.03 	6.27 	5.49 	5.32 	5.31 	5.24 	5.49 	4.91 	5.83 	6.05 	6.23 	6.36 	6.77 	6.50 
A,PC,P51G_RAT_GDP_S1M,S14_S15,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.53 	8.18 	7.99 	7.85 	7.58 	7.18 	6.58 	6.10 	5.92 	5.70 	5.56 	5.80 	5.79 	5.70 	5.58 	5.64 	6.04 	6.17 	6.07 	6.04 	5.80 	5.98 	5.84 	6.03 	6.09 	6.42 p	6.53 p	6.70 p	6.51 p
A,PC,P51G_RAT_GDP_S1M,S14_S15,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.83 	5.21 	5.67 	5.49 	5.53 	5.99 	5.59 	5.45 	5.95 	5.85 	6.66 	7.69 	7.55 	6.83 	4.84 	4.40 	4.40 	4.06 	3.78 	3.76 	3.95 	3.93 	4.30 	4.42 	4.48 	4.50 	5.20 	5.45 	5.34 
A,PC,P51G_RAT_GDP_S1M,S14_S15,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.56 	6.65 	6.76 	6.95 	7.19 	7.23 	6.91 	6.23 	6.00 	5.87 	5.62 	5.31 	5.18 	5.02 	5.16 	5.23 	5.36 	5.41 	5.59 	6.05 	6.26 	6.08 
A,PC,P51G_RAT_GDP_S1M,S14_S15,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.46 	3.77 	4.06 	3.70 	3.34 	3.15 	3.58 	4.09 	4.77 	5.33 	6.58 	8.98 	8.12 	5.39 	4.00 	3.54 	3.58 	3.66 	4.13 	4.27 	4.47 	4.80 	5.01 	4.87 	5.16 	5.74 	5.21 	5.41 	6.11 
A,PC,P51G_RAT_GDP_S1M,S14_S15,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.23 	10.49 	9.57 	11.41 	11.64 	11.71 	10.87 	10.91 	11.81 	12.38 	10.86 	12.14 	13.49 	10.72 	8.61 	6.50 	6.03 	4.46 	3.35 	2.19 	1.90 	1.95 	1.85 	1.62 	1.78 	2.19 	2.49 	3.14 p	3.55 p
A,PC,P51G_RAT_GDP_S1M,S14_S15,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.31 	5.60 	5.55 	5.82 	6.34 	7.59 	7.83 	8.29 	8.89 	9.34 	9.89 	9.90 	9.71 	8.72 	6.98 	6.31 	5.19 	4.22 	3.18 	3.07 	2.96 	2.95 	3.26 	3.37 	3.50 	3.61 	4.21 	4.67 	4.31 
A,PC,P51G_RAT_GDP_S1M,S14_S15,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.31 	6.42 	6.52 	6.69 	6.92 	7.01 	6.70 	6.01 	5.81 	5.66 	5.42 	5.11 	5.03 	4.90 	5.04 	5.13 	5.22 	5.25 	5.40 	5.86 	6.05 	5.86 
A,PC,P51G_RAT_GDP_S1M,S14_S15,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.93 	4.83 	5.30 	5.79 	6.34 	6.43 	5.76 	5.66 	6.12 	6.60 	7.01 	7.18 	7.16 	6.54 	6.02 	6.82 	7.05 	7.23 	6.95 	6.50 	6.18 	6.80 	6.83 	7.08 	7.04 	6.95 	6.83 	6.99 	5.83 
A,PC,P51G_RAT_GDP_S1M,S14_S15,FR	5.14 	4.96 	5.67 	6.39 	6.54 	7.08 	7.67 	7.57 	7.95 	7.89 	7.75 	7.49 	7.94 	7.45 	7.95 	8.48 	8.76 	9.09 	9.22 	9.53 	9.32 	9.07 	9.34 	9.56 	9.90 	10.35 	9.57 	9.25 	8.87 	8.98 	9.00 	9.12 	8.65 	7.96 	7.44 	7.03 	6.57 	6.41 	6.55 	6.62 	6.83 	6.57 	6.08 	5.65 	5.36 	5.48 	5.40 	5.27 	5.37 	5.45 	5.66 	5.58 	5.56 	5.67 	5.82 	6.03 	6.25 	6.57 	6.69 	6.65 	5.97 	5.97 	6.04 	5.96 	5.85 	5.73 	5.58 	5.69 	5.97 	6.04 	6.17 	6.20 	6.76 	6.65 p	6.05 p
A,PC,P51G_RAT_GDP_S1M,S14_S15,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.75 	4.56 	5.19 	3.48 	3.08 	3.04 	3.49 	3.44 	2.90 	3.37 	3.60 	3.43 	3.72 	3.90 	3.43 	3.86 	3.63 	3.52 	3.21 	3.03 	3.11 	3.13 	3.15 	3.37 	4.03 	4.36 	4.71 	4.68 	4.69 p
A,PC,P51G_RAT_GDP_S1M,S14_S15,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.64 	6.79 	5.99 	4.76 	4.60 	5.29 	5.89 	6.04 	6.22 	6.38 	5.44 	4.60 	5.01 	5.18 	5.12 	3.97 	3.07 	2.88 	2.92 	2.97 	3.19 	3.35 	3.77 	4.20 	4.35 	5.20 	4.88 	5.75 	5.06 p
A,PC,P51G_RAT_GDP_S1M,S14_S15,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.49 	7.28 	7.73 	8.13 	8.76 	8.96 	8.79 	8.77 	10.37 	11.95 	13.40 	14.04 	11.78 	9.15 	5.21 	3.33 	2.51 	2.09 	2.08 	1.99 	1.63 	1.88 	1.85 	2.15 	1.52 	1.30 	1.76 	2.20 	3.32 
A,PC,P51G_RAT_GDP_S1M,S14_S15,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.69 	4.00 	4.67 	4.90 	5.27 	5.56 	6.23 	6.64 	5.22 	2.52 	2.19 	2.35 	2.52 	2.69 	2.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC,P51G_RAT_GDP_S1M,S14_S15,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.79 	6.59 	6.51 	6.40 	6.44 	6.78 	6.70 	7.05 	7.03 	6.96 	7.33 	7.50 	7.56 	7.35 	6.94 	6.98 	6.66 	6.14 	5.66 	5.21 	5.05 	5.04 	5.05 	5.06 	4.94 	4.93 	6.61 	7.51 	7.96 
A,PC,P51G_RAT_GDP_S1M,S14_S15,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.82 	3.22 	3.62 	4.47 	3.40 	3.61 	3.77 	3.53 	4.14 	4.33 	4.00 	3.66 	3.73 	3.91 	3.55 	3.33 	3.36 	3.02 	3.58 	3.83 	4.47 	5.01 	4.24 	4.18 	4.29 	4.58 	4.64 	5.03 	4.72 
A,PC,P51G_RAT_GDP_S1M,S14_S15,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.58 	4.41 	4.84 	4.68 	4.03 	4.52 	3.94 	3.75 	5.29 	5.14 	3.82 	4.93 	5.36 	6.07 	4.99 	3.76 	4.41 	4.08 	4.47 	4.93 	4.63 	4.63 	4.73 	4.40 	4.02 	4.36 	4.55 	5.18 	5.37 
A,PC,P51G_RAT_GDP_S1M,S14_S15,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.76 	1.78 	2.08 	2.40 	2.41 	2.70 	2.56 	2.39 	3.01 	4.12 	5.69 	7.00 	8.08 	7.11 	3.15 	2.46 	3.15 	3.88 	2.88 	3.24 	3.73 	3.24 	3.21 	3.75 	3.84 	3.64 	3.14 	3.64 	4.03 
A,PC,P51G_RAT_GDP_S1M,S14_S15,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.90 	7.63 	7.06 	6.47 	5.89 	6.05 	6.59 	6.84 	7.91 	7.52 	6.76 	5.44 	6.99 	6.47 	6.27 	4.17 	4.31 	5.24 	4.10 	3.11 	3.08 	3.20 	3.47 	4.56 	4.86 	6.52 	6.03 	4.42 	4.21 
A,PC,P51G_RAT_GDP_S1M,S14_S15,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.13 	6.32 	6.80 	6.64 	6.99 	6.82 	6.89 	6.75 	6.76 	6.97 	7.26 	7.31 	7.69 	7.46 	6.62 	5.71 	5.26 	4.56 	4.09 	4.49 	4.95 	5.41 	5.85 	6.30 	6.63 	6.98 	6.85 	6.80 	6.58 p
A,PC,P51G_RAT_GDP_S1M,S14_S15,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.75 	8.99 	8.43 	7.77 	7.87 	7.19 	6.73 	6.49 	7.28 	7.47 	7.13 	5.92 	4.67 	3.93 	3.65 	3.55 	4.08 	4.26 	4.43 	4.51 	4.66 	4.45 	4.18 	4.50 	4.44 	4.33 	4.88 	5.06 	5.06 	5.37 	4.65 	4.63 	4.48 	4.97 	5.29 	5.65 	5.56 	5.79 	6.41 	6.59 	5.94 	6.02 	6.26 	5.63 	4.53 	: 
A,PC,P51G_RAT_GDP_S1M,S14_S15,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.35 	4.30 	4.61 	4.55 	4.55 	5.15 	4.86 	4.95 	5.16 	5.31 	5.39 	5.45 	5.73 	5.91 	5.51 	5.27 	5.03 	5.18 	4.73 	4.96 	4.76 	4.69 	4.23 	3.60 	3.83 	3.53 	3.88 	3.69 	3.58 
A,PC,P51G_RAT_GDP_S1M,S14_S15,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.36 	7.95 	8.39 	8.69 	9.04 	9.06 	8.72 	8.30 	7.10 	6.92 	6.82 	6.30 	5.87 	5.33 	4.71 	4.65 	4.26 	3.77 	3.12 	2.93 	3.00 	3.26 	3.28 	3.59 	3.72 	3.95 	4.15 	4.06 	3.89 p
A,PC,P51G_RAT_GDP_S1M,S14_S15,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.80 	14.49 	8.46 	1.67 	1.94 	1.94 	1.94 	0.85 	0.99 	1.04 	1.16 	1.28 	6.02 	6.30 	2.63 	5.41 	6.29 	6.48 	5.41 	5.48 	5.64 	5.69 	8.47 	7.52 	6.47 	5.91 	8.04 	7.70 	8.08 p
