freq,unit,na_item,sector,geo\TIME_PERIOD	1949 	1950 	1951 	1952 	1953 	1954 	1955 	1956 	1957 	1958 	1959 	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PC,IRG_S11,S11,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.34 	27.76 	23.25 	33.52 	29.77 	32.18 	35.60 	31.36 	29.72 	33.41 	35.98 	37.39 	39.75 	34.75 	24.44 	19.21 	24.60 	28.75 	27.77 	25.38 	21.97 	21.65 	22.03 	21.68 	22.49 	22.68 	23.68 	24.77 	25.56 
A,PC,IRG_S11,S11,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.08 	27.71 	24.05 	24.77 	21.93 	24.56 	20.21 	11.61 	16.82 	18.11 	21.18 	20.38 	21.04 	21.00 	21.55 	27.91 	20.93 	20.59 	19.06 	18.11 	28.71 	27.57 	21.12 	18.34 	18.81 	16.46 	19.52 	24.29 	15.55 
A,PC,IRG_S11,S11,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.22 	18.54 	18.42 	18.44 	19.82 	18.87 	17.85 	16.25 	15.79 	15.46 	15.63 	16.09 	19.54 	17.27 	16.80 	16.27 	17.52 	17.12 	17.50 	16.04 	22.34 	17.36 	17.13 	16.94 	17.77 	17.47 	17.04 	17.04 	16.70 p
A,PC,IRG_S11,S11,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31.20 	30.47 	25.73 	27.68 	28.82 	30.51 	28.65 	26.65 	31.74 	31.35 	31.63 	29.24 	24.20 	23.53 	22.89 	25.26 	24.71 	23.98 	23.63 	26.04 	31.33 	25.45 	19.52 	18.52 	18.78 	18.00 	17.60 	18.64 	18.68 	22.39 	20.98 	22.49 	19.39 	19.40 	20.88 	21.66 	22.12 	22.26 	23.58 	21.68 	20.75 	24.69 	26.21 	19.60 	15.09 	: 
A,PC,IRG_S11,S11,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.67 	28.92 	32.52 	35.58 	37.35 	36.16 	30.09 	25.61 	24.41 	23.70 	23.90 	25.82 	28.61 	28.83 	24.59 	19.62 	20.91 	20.78 	21.52 	23.03 	23.89 	22.72 	20.62 	22.93 	23.49 	21.98 	18.38 	17.85 	17.39 
A,PC,IRG_S11,S11,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.92 	22.01 	24.05 	27.73 	28.46 	30.18 	28.82 	27.14 	26.49 	25.96 	27.33 	27.71 	28.79 	29.55 	26.02 	22.75 	22.66 	20.50 	19.67 	21.78 	22.40 	22.32 	24.46 	25.07 	25.76 	26.67 	28.05 	28.00 	26.72 p
A,PC,IRG_S11,S11,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.71 	5.14 	13.69 	25.67 	26.34 	24.89 	32.47 	32.99 	33.78 	35.23 	37.12 	37.84 	42.28 	43.55 	30.61 	27.41 	28.57 	29.00 	28.84 	27.40 	26.63 	25.71 	21.31 	19.55 	24.34 	24.47 	22.32 	22.23 	21.70 p
A,PC,IRG_S11,S11,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31.94 p	34.90 p	39.74 p	39.56 p	30.01 p	27.07 p	25.92 p	31.06 p	24.05 p	23.33 p	24.09 p	22.67 p	22.73 p	26.54 p	30.05 p	29.35 p	30.15 p	31.43 p	: 
A,PC,IRG_S11,S11,SE	: 	25.88 	24.82 	26.04 	27.26 	27.53 	26.29 	26.07 	25.57 	26.89 	27.67 	28.41 	29.28 	29.32 	28.84 	28.32 	28.35 	29.51 	29.28 	27.17 	25.57 	24.88 	25.34 	24.60 	24.07 	23.74 	23.71 	24.68 	25.09 	22.52 	23.49 	23.10 	22.87 	24.12 	25.24 	25.44 	27.57 	27.24 	29.04 	29.86 	32.48 	33.17 	29.40 	26.31 	22.60 	21.67 	22.25 	23.56 	23.76 	24.37 	24.73 	25.99 	26.36 	24.74 	23.78 	23.83 	24.39 	24.99 	26.18 	27.07 	24.57 	23.40 	24.14 	24.76 	24.40 	25.31 	25.40 	25.96 	26.25 	26.20 	24.91 	25.12 	25.89 	26.45 	26.39 
A,PC,IRG_S11,S11,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.81 	28.90 	31.38 	32.95 	34.54 	34.35 	31.60 	29.90 	30.67 	31.45 	32.53 	32.79 	32.89 	34.30 	27.49 	22.64 	22.84 	21.30 	22.84 	20.17 	19.65 	20.48 	21.78 	22.13 	21.84 	20.78 	21.49 	22.14 	21.03 
A,PC,IRG_S11,S11,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45.95 	52.69 	53.68 	55.60 	44.34 	33.70 	41.13 	38.71 	36.59 	35.21 	38.06 	35.99 	36.08 	34.95 	26.72 	27.46 	30.20 	25.27 	25.41 	24.56 	25.95 	26.00 	25.68 	24.92 	26.73 	22.97 	23.59 	25.94 	24.83 
A,PC,IRG_S11,S11,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.86 p	31.01 p	33.66 p	33.29 p	32.06 p	32.79 p	34.30 p	33.45 p	32.34 p	31.58 p	29.43 p	31.33 p	34.76 p	35.51 p	38.37 p
A,PC,IRG_S11,S11,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.85 	22.03 	20.89 	21.40 	21.15 	21.38 	21.08 	20.12 	19.29 	18.06 	19.88 	18.56 	19.19 	18.22 	16.73 	16.59 	16.23 	16.77 	17.03 	17.45 	18.19 	19.01 	18.63 	18.46 	18.48 	: 	: 	: 	: 
A,PC,IRG_S14,S14,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.95 	10.99 	11.32 	11.17 	10.72 	10.46 	10.04 	9.28 	8.69 	8.67 	8.29 	8.32 	8.55 	9.20 	9.29 	9.04 	8.60 	8.68 	8.99 	8.95 	9.05 	9.16 	9.51 	9.78 	10.00 	10.01 	10.87 	10.64 	9.50 
A,PC,IRG_S14,S14,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.11 	9.27 	9.96 	9.19 	9.36 	9.02 	8.30 	8.08 	8.20 	8.84 	9.97 	10.43 	10.87 	10.77 	9.80 b	10.06 	9.89 	10.05 	9.78 	10.19 	9.87 	9.96 	9.96 	9.93 	10.11 	9.61 	9.97 	9.61 	9.02 p
A,PC,IRG_S14,S14,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.85 	8.03 	7.62 	7.79 	7.66 	7.58 	6.89 	6.65 	7.10 	7.49 	7.46 	7.10 	6.94 	6.76 	6.41 	6.51 	6.18 	5.99 	6.00 	5.81 	5.76 	5.62 	5.55 	5.52 	5.10 	4.79 	4.87 	4.81 p	4.68 p
A,PC,IRG_S14,S14,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.09 	15.41 	14.20 	13.58 	12.95 	12.42 	12.49 	13.26 	14.70 	15.25 	16.96 	19.36 	20.67 	19.75 	15.49 	13.38 	10.45 	8.47 	7.15 	6.83 	6.38 	7.82 	8.95 	11.09 	12.62 	12.59 	13.77 	14.49 	14.60 p
A,PC,IRG_S14,S14,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.79 	10.53 	10.15 	10.78 	11.93 	12.23 	11.42 	12.05 	12.12 	11.99 	12.33 	12.40 	13.91 	12.28 	12.43 	12.42 	11.15 	9.59 	9.36 	9.42 	9.56 	10.16 	8.96 	10.55 	11.08 	10.80 	10.89 	11.43 	11.12 
A,PC,IRG_S14,S14,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.27 	9.18 	9.26 	8.92 	9.25 	9.10 	9.33 	9.37 	9.62 p	10.11 p	10.24 p	9.85 p
A,PC,IRG_S14,S14,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.22 	10.18 	11.52 	10.96 	11.72 	12.83 	11.40 	10.93 	11.78 	11.87 	14.08 	15.90 	15.73 	14.27 	9.47 	8.62 	8.66 	8.09 	7.45 	7.85 	7.77 	7.62 	8.33 	8.42 	8.69 	8.84 	10.76 	11.43 	10.60 
A,PC,IRG_S14,S14,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.94 	5.66 	6.51 	6.01 	5.55 	5.32 	6.20 	7.57 	8.60 	10.01 	12.33 	16.58 	15.61 	9.20 	6.33 	5.86 	6.14 	6.55 	7.20 	7.77 	7.79 	8.55 	9.01 	8.52 	9.19 	9.89 	9.63 	10.17 	11.20 
A,PC,IRG_S14,S14,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.59 	13.10 	12.76 	15.38 	15.50 	16.17 	15.22 	15.16 	16.46 	17.44 	15.46 	17.43 	19.47 	14.84 	11.59 	9.17 	8.59 	6.59 	5.04 	3.10 	2.70 	2.81 	2.72 	2.46 	2.60 	3.04 	3.46 	4.63 p	5.26 p
A,PC,IRG_S14,S14,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.94 	8.36 	8.24 	8.69 	9.61 	11.47 	11.89 	12.76 	13.68 	14.61 	15.65 	15.99 	15.96 	14.06 	10.90 	9.84 	7.98 	6.62 	4.95 	4.80 	4.64 	4.67 	5.23 	5.44 	5.58 	5.29 	6.46 	7.61 	6.91 
A,PC,IRG_S14,S14,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.44 	8.48 	9.40 	10.72 	11.60 	12.21 	10.93 	10.56 	11.24 	12.10 	13.16 	13.62 	13.82 	12.39 	10.34 	11.64 	12.16 	12.33 	11.77 	11.00 	10.53 	11.71 	12.00 	12.46 	12.30 	11.96 	11.94 	12.54 	10.19 
A,PC,IRG_S14,S14,FR	7.02 	6.98 	8.10 	9.16 	9.50 	10.15 	10.95 	10.85 	11.52 	11.63 	11.67 	11.24 	11.98 	10.94 	11.75 	12.81 	13.31 	13.87 	13.96 	14.35 	14.38 	13.91 	14.35 	14.67 	15.32 	15.81 	14.27 	14.17 	13.62 	13.61 	13.96 	14.13 	13.10 	12.11 	11.46 	11.01 	10.28 	10.19 	10.43 	10.74 	11.14 	10.57 	9.73 	8.89 	8.34 	8.68 	8.55 	8.35 	8.56 	8.77 	9.20 	9.04 	8.89 	8.97 	9.21 	9.56 	9.94 	10.42 	10.60 	10.47 	9.08 	9.11 	9.32 	9.22 	9.21 	9.02 	8.85 	9.02 	9.49 	9.61 	9.81 	9.27 	10.49 	10.36 p	9.24 p
A,PC,IRG_S14,S14,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.44 	6.58 	7.67 	5.08 	4.23 	4.07 	4.79 	4.73 	4.16 	4.90 	5.35 	5.35 	5.93 	6.34 	5.27 	5.96 	5.68 	5.50 	4.94 	4.70 	4.86 	4.98 	5.06 	5.35 	6.50 	6.39 	7.38 	7.50 p	7.59 p
A,PC,IRG_S14,S14,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.66 	10.56 	9.69 	7.70 	7.37 	8.67 	9.75 	10.17 	10.27 	10.37 	8.70 	7.47 	8.36 	8.73 	8.37 	6.58 	4.92 	4.59 	4.68 	4.86 	5.31 	5.63 	6.27 	6.75 	6.96 	8.47 	7.94 	9.37 	8.00 p
A,PC,IRG_S14,S14,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.99 	4.73 	3.86 	4.04 	3.98 	4.33 	4.80 	4.97 	6.08 	4.32 	3.74 	5.68 	7.67 	10.28 
A,PC,IRG_S14,S14,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.10 	8.83 	8.90 	9.01 	9.00 	9.64 	9.59 	10.04 	10.00 	9.90 	10.45 	10.76 	10.94 	10.61 	9.87 	10.13 	9.67 	9.04 	8.26 	7.60 	7.40 	7.47 	7.49 	7.53 	7.40 	6.99 	9.89 	11.41 	12.27 
A,PC,IRG_S14,S14,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.96 	5.09 	5.78 	7.04 	5.16 	5.42 	5.75 	5.47 	6.46 	6.67 	6.38 	5.68 	6.32 	6.11 	5.09 	4.91 	5.37 	5.00 	5.87 	6.37 	7.34 	7.94 	7.24 	7.22 	7.24 	7.23 	7.44 	8.44 	7.79 
A,PC,IRG_S14,S14,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.74 	8.34 	9.83 	9.40 	8.92 	10.08 	8.56 	7.95 	10.58 	11.60 	9.03 	12.62 	14.36 	16.32 	12.51 	9.74 	11.59 	10.53 	11.68 	13.03 	12.61 	12.79 	12.13 	11.68 	10.62 b	11.01 	12.75 	14.55 	14.35 
A,PC,IRG_S14,S14,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.16 	3.04 	3.17 	3.94 	3.95 	4.26 	4.09 	3.82 	4.78 	6.43 	8.96 	11.01 	13.69 	10.95 	4.04 	3.80 	4.94 	6.27 	4.83 	5.33 	6.04 	5.19 	5.10 	5.99 	6.18 	5.62 	5.05 	5.94 	6.54 
A,PC,IRG_S14,S14,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.47 	10.63 	10.06 	8.90 	8.31 	8.78 	9.54 	10.08 	11.88 	11.43 	10.30 	8.10 	10.44 	10.49 	10.05 	6.84 	6.76 	8.62 	6.89 	5.52 	5.74 	5.94 	6.86 	8.98 	9.26 	12.05 	11.88 	8.81 	8.20 
A,PC,IRG_S14,S14,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.55 	10.90 	11.81 	11.71 	12.46 	12.28 	12.50 	12.12 	12.17 	12.75 	13.65 	14.40 	15.41 	14.91 	12.60 	11.16 	10.20 	8.67 	7.76 	8.45 	9.47 	10.32 	11.45 	12.26 	12.80 	12.86 	13.15 	13.36 	12.88 p
A,PC,IRG_S14,S14,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.54 	16.89 	16.61 	15.09 	15.18 	13.94 	13.36 	13.24 	14.04 	14.60 	13.59 	11.22 	8.77 	7.22 	6.44 	6.21 	7.31 	7.80 	8.50 	8.81 	8.57 	8.49 	8.95 	9.76 	8.68 	8.22 	9.81 	10.42 	12.06 	12.50 	11.13 	9.83 	9.63 	10.93 	11.78 	12.38 	11.85 	11.45 	12.51 	13.22 	12.37 	12.03 	11.77 	12.00 	12.57 	: 
A,PC,IRG_S14,S14,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.11 	6.01 	6.36 	6.21 	6.31 	7.00 	6.42 	6.63 	7.12 	7.46 	7.76 	8.02 	8.72 	8.98 	8.27 	7.77 	7.74 	7.92 	7.21 	7.52 	7.48 	7.25 	6.65 	5.75 	6.17 	5.43 	6.46 	6.21 	5.95 
A,PC,IRG_S14,S14,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.66 	10.13 	10.80 	11.21 	11.84 	12.08 	11.63 	11.10 	9.37 	9.35 	9.33 	8.62 	8.17 	7.25 	6.01 	5.96 	5.42 	4.71 	3.91 	3.83 	3.96 	4.37 	4.50 	4.98 	5.17 	5.17 	5.57 	5.65 	: 
A,PC,IRG_S14,S14,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.28 	14.75 	5.35 	1.97 	2.47 	2.24 	2.16 	1.07 	1.26 	1.32 	1.59 	1.76 	10.82 	11.15 	4.59 	9.16 	10.83 	11.31 	9.47 	9.90 	10.16 	9.84 	14.42 	13.25 	10.44 	9.58 	13.43 	13.16 	13.93 p
A,PC,IRG_S14,S14,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.45 p	4.49 p	4.22 p	3.67 p	2.93 p	2.70 p	2.66 p	2.35 p	2.39 p	2.41 p	2.55 p	3.18 p	3.10 p	3.16 p	3.28 p	2.93 p	3.34 p	3.79 p	: 
A,PC,IRG_S14,S14,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.98 	3.15 	3.38 	3.76 	4.04 	4.14 	4.15 	4.77 	5.26 	5.95 	6.02 	6.45 	6.81 	6.07 	5.22 	5.78 	5.41 	4.44 	4.49 	4.57 	5.59 	6.06 	6.64 	6.15 	5.75 	6.41 	6.69 	6.52 	5.35 
A,PC,IRG_S14,S14,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.68 	9.01 	9.42 	9.85 	10.17 	9.35 	9.17 	8.21 	8.33 	8.82 	9.18 	10.22 	10.31 	10.58 	7.98 	6.91 	6.31 	5.75 	5.53 	5.67 	5.67 	5.63 	6.05 	6.27 	6.13 	5.34 	5.95 	6.54 	6.83 
A,PC,IRG_S14,S14,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.75 	6.10 	6.22 	8.43 	9.50 	9.72 	8.17 	8.97 	7.80 	7.40 	8.44 	7.28 	7.32 	7.59 	7.59 	7.16 	7.73 	7.36 	7.91 	7.16 	6.86 	7.51 	7.03 	7.35 	7.10 	7.35 	8.00 	8.58 	7.59 
A,PC,IRG_S14,S14,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.37 	4.60 	3.71 	3.72 	4.00 	4.14 	4.19 	4.86 	5.17 	5.79 	5.91 	6.04 	5.91 	5.21 	3.95 	4.04 	4.05 	3.93 	4.20 	4.55 	4.72 	5.00 	5.56 	5.39 	5.44 	: 	: 	: 	: 
A,PC,IRG_S14_S15,S14_S15,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.15 	11.17 	11.47 	11.23 	10.77 	10.49 	10.04 	9.28 	8.70 	8.73 	8.35 	8.38 	8.61 	9.21 	9.33 	9.09 	8.70 	8.78 	9.06 	8.99 	9.09 	9.21 	9.51 	9.80 	10.03 	10.02 	10.84 	10.60 	9.49 
